ciudad,date,value
Caranavi,2017-11-01,372.0273340555969
Riberalta,2017-11-01,1555.555022526577
Oruro,2017-11-01,23590.848156271037
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2017-11-01,59320.49034758848
Trinidad,2017-11-01,2448.302785467461
Potosí,2017-11-01,10051.656687393966
Sucre,2017-11-01,7469.766917623024
Tarija,2017-11-01,6259.076162374956
Montero,2017-11-01,3973.5558812295694
Santa Cruz de la Sierra,2017-11-01,71828.64668657848
Santa Cruz Metrópoli,2017-11-01,136657.36569573538
El Alto; La Paz,2017-12-01,72394.04668066456
Caranavi,2017-12-01,237.88423504392603
Riberalta,2017-12-01,1551.1577279851422
Oruro,2017-12-01,23341.64759794963
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2017-12-01,64867.10561227108
Trinidad,2017-12-01,2654.3909443822786
Potosí,2017-12-01,9809.359515395938
Sucre,2017-12-01,9320.57563583056
Tarija,2017-12-01,7999.607883524956
Montero,2017-12-01,3327.3103965955625
Santa Cruz de la Sierra,2017-12-01,62161.01393824396
Santa Cruz Metrópoli,2017-12-01,113492.37843596408
El Alto; La Paz,2018-01-01,54753.628518104444
Caranavi,2018-01-01,366.41458682248407
Riberalta,2018-01-01,1111.800074691691
Oruro,2018-01-01,19821.077486571026
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-01-01,61056.071491061055
Trinidad,2018-01-01,2541.2156377926176
Potosí,2018-01-01,8759.964288462503
Sucre,2018-01-01,10089.984137272371
Tarija,2018-01-01,7556.350002979179
Montero,2018-01-01,3410.3974966149126
Santa Cruz de la Sierra,2018-01-01,61682.96296890082
Santa Cruz Metrópoli,2018-01-01,113723.09901534222
El Alto; La Paz,2018-02-01,63760.708178358786
Caranavi,2018-02-01,338.91944941242105
Riberalta,2018-02-01,1499.6060821658689
Oruro,2018-02-01,22357.47384312033
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-02-01,56769.45332590118
Trinidad,2018-02-01,2640.433532009815
Potosí,2018-02-01,9618.499510820013
Sucre,2018-02-01,10080.907157497659
Tarija,2018-02-01,7726.552513839214
Montero,2018-02-01,3126.503286557223
Santa Cruz de la Sierra,2018-02-01,69191.93602698034
Santa Cruz Metrópoli,2018-02-01,129923.94747525001
El Alto; La Paz,2018-03-01,71447.97154503585
Caranavi,2018-03-01,430.1339606701159
Riberalta,2018-03-01,1705.0563168941765
Oruro,2018-03-01,19919.109378732905
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-03-01,60797.1059081912
Trinidad,2018-03-01,2463.8024317311906
Potosí,2018-03-01,9585.33748999179
Sucre,2018-03-01,9585.935004199131
Tarija,2018-03-01,7931.727597785342
Montero,2018-03-01,3217.2978057791206
Santa Cruz de la Sierra,2018-03-01,53307.684736844334
Santa Cruz Metrópoli,2018-03-01,108662.84629344854
El Alto; La Paz,2018-04-01,73881.71055543445
Caranavi,2018-04-01,416.8899591434748
Riberalta,2018-04-01,1628.6895673036577
Oruro,2018-04-01,24321.56152510316
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-04-01,64001.94718841012
Trinidad,2018-04-01,2918.9535230328647
Potosí,2018-04-01,10926.856233938763
Sucre,2018-04-01,11309.44128816887
Tarija,2018-04-01,8984.358256110374
Montero,2018-04-01,3880.491458998708
Santa Cruz de la Sierra,2018-04-01,71650.78811751114
Santa Cruz Metrópoli,2018-04-01,141862.0184022662
El Alto; La Paz,2018-05-01,84679.4262182504
Caranavi,2018-05-01,437.25196160218303
Riberalta,2018-05-01,1625.5300311073374
Oruro,2018-05-01,25291.188777489984
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-05-01,65862.3599574948
Trinidad,2018-05-01,2920.751690571214
Potosí,2018-05-01,10799.30166598933
Sucre,2018-05-01,11712.736680245638
Tarija,2018-05-01,8650.51320464073
Montero,2018-05-01,4026.409128095472
Santa Cruz de la Sierra,2018-05-01,72900.45931045474
Santa Cruz Metrópoli,2018-05-01,129001.41263364858
El Alto; La Paz,2018-06-01,70214.9720438891
Caranavi,2018-06-01,262.11349021571823
Riberalta,2018-06-01,1701.110556447827
Oruro,2018-06-01,23336.015140730146
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-06-01,64022.08761898136
Trinidad,2018-06-01,3201.7331003372283
Potosí,2018-06-01,10466.435258695366
Sucre,2018-06-01,11141.943780916225
Tarija,2018-06-01,8401.928765508179
Montero,2018-06-01,4237.462931203144
Santa Cruz de la Sierra,2018-06-01,73834.29674893412
Santa Cruz Metrópoli,2018-06-01,120337.18908990492
El Alto; La Paz,2018-07-01,77455.42181362023
Caranavi,2018-07-01,417.27094139292376
Riberalta,2018-07-01,1948.1601973201564
Oruro,2018-07-01,25563.963101041845
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-07-01,68750.57085959922
Trinidad,2018-07-01,3359.5183514418245
Potosí,2018-07-01,10717.239417074641
Sucre,2018-07-01,11126.468826663788
Tarija,2018-07-01,9386.960837763665
Montero,2018-07-01,4184.256072225697
Santa Cruz de la Sierra,2018-07-01,77776.2912670986
Santa Cruz Metrópoli,2018-07-01,125879.010302146
El Alto; La Paz,2018-08-01,77771.42522562713
Caranavi,2018-08-01,361.453452666951
Riberalta,2018-08-01,1816.007683687132
Oruro,2018-08-01,25003.27088801703
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-08-01,66246.5747585285
Trinidad,2018-08-01,3275.864732584621
Potosí,2018-08-01,10959.380672241714
Sucre,2018-08-01,11405.458857145852
Tarija,2018-08-01,10201.10098077924
Montero,2018-08-01,4194.151646718497
Santa Cruz de la Sierra,2018-08-01,78701.83256264852
Santa Cruz Metrópoli,2018-08-01,126339.49047841562
El Alto; La Paz,2018-09-01,85066.07200515496
Caranavi,2018-09-01,413.365097034562
Riberalta,2018-09-01,1860.2128642290836
Oruro,2018-09-01,25436.35372151907
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-09-01,65121.04755198525
Trinidad,2018-09-01,3208.7316371519196
Potosí,2018-09-01,10529.630517572801
Sucre,2018-09-01,11540.176390222825
Tarija,2018-09-01,9780.333686081334
Montero,2018-09-01,3835.679603820922
Santa Cruz de la Sierra,2018-09-01,74162.1011123447
Santa Cruz Metrópoli,2018-09-01,133186.7637880691
El Alto; La Paz,2018-10-01,70116.81558216552
Caranavi,2018-10-01,393.8194898370436
Riberalta,2018-10-01,1840.3074888645506
Oruro,2018-10-01,23692.130804694396
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-10-01,64720.90377434203
Trinidad,2018-10-01,3005.230942025781
Potosí,2018-10-01,10392.057518396901
Sucre,2018-10-01,10659.390922885195
Tarija,2018-10-01,6718.354982394097
Montero,2018-10-01,3814.8485026933986
Santa Cruz de la Sierra,2018-10-01,62463.79869253331
Santa Cruz Metrópoli,2018-10-01,119256.40055420663
El Alto; La Paz,2018-11-01,69905.17198589341
Caranavi,2018-11-01,362.4392941968112
Riberalta,2018-11-01,43.63658846026543
Oruro,2018-11-01,22883.478376374307
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-11-01,60415.36270967612
Trinidad,2018-11-01,3009.939530548219
Potosí,2018-11-01,10058.681621397585
Sucre,2018-11-01,10866.463405944553
Tarija,2018-11-01,8244.485256917924
Montero,2018-11-01,3766.4030657365047
Santa Cruz de la Sierra,2018-11-01,72162.91206876021
Santa Cruz Metrópoli,2018-11-01,129559.76137817414
El Alto; La Paz,2018-12-01,78245.92026875041
Caranavi,2018-12-01,365.5701951383084
Riberalta,2018-12-01,1687.237218884072
Oruro,2018-12-01,22145.981900490257
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2018-12-01,59679.06880121135
Trinidad,2018-12-01,2596.3759647453553
Potosí,2018-12-01,10017.307326316948
Sucre,2018-12-01,9762.945301503994
Tarija,2018-12-01,7979.715818312474
Montero,2018-12-01,3660.108002651792
Santa Cruz de la Sierra,2018-12-01,65678.70406066527
Santa Cruz Metrópoli,2018-12-01,133339.35051944738
El Alto; La Paz,2019-01-01,74537.2334224438
Caranavi,2019-01-01,283.06858712883985
Riberalta,2019-01-01,1759.8919214950618
Oruro,2019-01-01,15351.02918299822
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-01-01,55979.570789094694
Trinidad,2019-01-01,2714.4382385779018
Potosí,2019-01-01,9368.680856242134
Sucre,2019-01-01,10088.437741767188
Tarija,2019-01-01,5705.184315151504
Montero,2019-01-01,3096.8175667155615
Santa Cruz de la Sierra,2019-01-01,41538.40159918141
Santa Cruz Metrópoli,2019-01-01,79542.46241059972
El Alto; La Paz,2019-02-01,65728.54280691089
Caranavi,2019-02-01,288.6274906870782
Riberalta,2019-02-01,0.0
Oruro,2019-02-01,22770.482101620015
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-02-01,63584.78736084613
Trinidad,2019-02-01,2879.807642208158
Potosí,2019-02-01,9783.166707030872
Sucre,2019-02-01,9541.862951633626
Tarija,2019-02-01,7392.1040100208065
Montero,2019-02-01,3903.764635042934
Santa Cruz de la Sierra,2019-02-01,69822.36064851815
Santa Cruz Metrópoli,2019-02-01,122006.2478258732
El Alto; La Paz,2019-03-01,79131.3505219632
Caranavi,2019-03-01,299.8710591922422
Riberalta,2019-03-01,717.1612938113732
Oruro,2019-03-01,21371.582989888215
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-03-01,57992.79420683012
Trinidad,2019-03-01,2727.480628855383
Potosí,2019-03-01,10245.391820179828
Sucre,2019-03-01,10155.056396303815
Tarija,2019-03-01,7665.5527939049625
Montero,2019-03-01,3524.5611359134623
Santa Cruz de la Sierra,2019-03-01,66915.95219013271
Santa Cruz Metrópoli,2019-03-01,119907.73011749372
El Alto; La Paz,2019-04-01,73583.3361596382
Caranavi,2019-04-01,401.79321554091337
Riberalta,2019-04-01,1766.1198381683555
Oruro,2019-04-01,21717.001119005545
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-04-01,67322.41843446204
Trinidad,2019-04-01,3334.401138028651
Potosí,2019-04-01,10398.943229728924
Sucre,2019-04-01,10921.83337129255
Tarija,2019-04-01,8992.909186576398
Montero,2019-04-01,3740.1281629174355
Santa Cruz de la Sierra,2019-04-01,68550.00631700897
Santa Cruz Metrópoli,2019-04-01,119908.66905889974
El Alto; La Paz,2019-05-01,76003.49184862363
Caranavi,2019-05-01,315.01035286832376
Riberalta,2019-05-01,1707.1315656260676
Oruro,2019-05-01,22733.370220743207
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-05-01,67105.23208231291
Trinidad,2019-05-01,3213.5676880944757
Potosí,2019-05-01,10441.435360660798
Sucre,2019-05-01,10661.96200590777
Tarija,2019-05-01,8953.189716056571
Montero,2019-05-01,2978.9934847545387
Santa Cruz de la Sierra,2019-05-01,56376.71558999408
Santa Cruz Metrópoli,2019-05-01,94417.64534666919
El Alto; La Paz,2019-06-01,85828.49402241633
Caranavi,2019-06-01,361.38564703696784
Riberalta,2019-06-01,1747.6440444367631
Oruro,2019-06-01,24180.037775031604
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-06-01,70618.6085941329
Trinidad,2019-06-01,3669.0434522902674
Potosí,2019-06-01,10818.084850893876
Sucre,2019-06-01,11560.87245044095
Tarija,2019-06-01,10387.61111759017
Montero,2019-06-01,4221.331050561863
Santa Cruz de la Sierra,2019-06-01,70631.19070937931
Santa Cruz Metrópoli,2019-06-01,114574.73560899212
El Alto; La Paz,2019-07-01,84813.97126125787
Caranavi,2019-07-01,349.51082269586635
Riberalta,2019-07-01,1898.6427832548598
Oruro,2019-07-01,24414.570533033933
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-07-01,71114.11128239556
Trinidad,2019-07-01,3670.481761367874
Potosí,2019-07-01,11045.15694886323
Sucre,2019-07-01,11846.631638709505
Tarija,2019-07-01,10367.873691812189
Montero,2019-07-01,4131.9856438615725
Santa Cruz de la Sierra,2019-07-01,70836.98280233235
Santa Cruz Metrópoli,2019-07-01,109509.38286060838
El Alto; La Paz,2019-08-01,90314.69811565588
Caranavi,2019-08-01,356.8613727527578
Riberalta,2019-08-01,1907.18615326091
Oruro,2019-08-01,24410.53987450995
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-08-01,69709.74582825889
Trinidad,2019-08-01,3928.207873661026
Potosí,2019-08-01,10982.153020441714
Sucre,2019-08-01,11156.866553546633
Tarija,2019-08-01,10374.107636402108
Montero,2019-08-01,4294.693055334396
Santa Cruz de la Sierra,2019-08-01,77691.77900445632
Santa Cruz Metrópoli,2019-08-01,117013.04185874655
El Alto; La Paz,2019-09-01,83422.12773849728
Caranavi,2019-09-01,367.7127848456231
Riberalta,2019-09-01,1573.2563862492057
Oruro,2019-09-01,22159.8880537164
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-09-01,64759.82802643285
Trinidad,2019-09-01,3824.006505993709
Potosí,2019-09-01,9084.579783286004
Sucre,2019-09-01,8729.986256498683
Tarija,2019-09-01,9918.241556100982
Montero,2019-09-01,4171.68960573311
Santa Cruz de la Sierra,2019-09-01,70418.53422638807
Santa Cruz Metrópoli,2019-09-01,125166.04327699287
El Alto; La Paz,2019-10-01,80080.35447517833
Caranavi,2019-10-01,375.020235484393
Riberalta,2019-10-01,1772.6407391470798
Oruro,2019-10-01,23533.935078973096
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-10-01,65891.14985235539
Trinidad,2019-10-01,3909.095017151037
Potosí,2019-10-01,10519.629862739053
Sucre,2019-10-01,10159.781650833174
Tarija,2019-10-01,10219.583295731562
Montero,2019-10-01,3925.041733754149
Santa Cruz de la Sierra,2019-10-01,68297.73426973699
Santa Cruz Metrópoli,2019-10-01,125447.1064884455
El Alto; La Paz,2019-11-01,71118.37439292109
Caranavi,2019-11-01,328.5779204671727
Riberalta,2019-11-01,1759.9605553066324
Oruro,2019-11-01,22797.882246335925
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-11-01,65756.77873169156
Trinidad,2019-11-01,3689.0968986643315
Potosí,2019-11-01,9824.264995066329
Sucre,2019-11-01,10424.778599535479
Tarija,2019-11-01,9367.532762950312
Montero,2019-11-01,3859.3738062132797
Santa Cruz de la Sierra,2019-11-01,68376.77688708728
Santa Cruz Metrópoli,2019-11-01,132451.16331905685
El Alto; La Paz,2019-12-01,55877.77268147212
Caranavi,2019-12-01,271.6710588612027
Riberalta,2019-12-01,1965.8764751152228
Oruro,2019-12-01,21660.70514616195
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2019-12-01,62845.591647127185
Trinidad,2019-12-01,3487.847696084325
Potosí,2019-12-01,9544.98208036399
Sucre,2019-12-01,7649.805796672782
Tarija,2019-12-01,7465.48079068801
Montero,2019-12-01,3972.8601610030632
Santa Cruz de la Sierra,2019-12-01,70573.85760241283
Santa Cruz Metrópoli,2019-12-01,126735.78969284157
El Alto; La Paz,2020-01-01,71204.00477452477
Caranavi,2020-01-01,206.58341259258782
Riberalta,2020-01-01,1666.1864286940688
Oruro,2020-01-01,21100.185758682816
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-01-01,65701.17984713524
Trinidad,2020-01-01,3385.388658201688
Potosí,2020-01-01,9340.798272493887
Sucre,2020-01-01,9658.048423897051
Tarija,2020-01-01,9418.141753919683
Montero,2020-01-01,3638.5233698920547
Santa Cruz de la Sierra,2020-01-01,70966.73553176699
Santa Cruz Metrópoli,2020-01-01,111621.23912272156
El Alto; La Paz,2020-02-01,63659.324744459016
Caranavi,2020-02-01,359.5032147991599
Riberalta,2020-02-01,1931.1192183915302
Oruro,2020-02-01,21382.080682369426
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-02-01,57723.93474691928
Trinidad,2020-02-01,3977.053290628686
Potosí,2020-02-01,6563.714469860117
Sucre,2020-02-01,9878.398864094532
Tarija,2020-02-01,6753.065605708196
Montero,2020-02-01,4487.353376738347
Santa Cruz de la Sierra,2020-02-01,58612.90589462938
Santa Cruz Metrópoli,2020-02-01,147073.40022216275
El Alto; La Paz,2020-03-01,72714.81849280575
Caranavi,2020-03-01,415.4505467451087
Riberalta,2020-03-01,2033.5021919054427
Oruro,2020-03-01,21736.995356685617
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-03-01,59430.82820613405
Trinidad,2020-03-01,3844.110541132501
Potosí,2020-03-01,9242.963304531344
Sucre,2020-03-01,9784.838982313286
Tarija,2020-03-01,9055.881046417298
Montero,2020-03-01,3655.955021183865
Santa Cruz de la Sierra,2020-03-01,67422.7594079396
Santa Cruz Metrópoli,2020-03-01,136130.47774430373
El Alto; La Paz,2020-04-01,71045.5503397778
Caranavi,2020-04-01,458.7429418053699
Riberalta,2020-04-01,1740.7256075139132
Oruro,2020-04-01,23063.74537267604
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-04-01,65382.51711724307
Trinidad,2020-04-01,3742.24721000849
Potosí,2020-04-01,11412.573640512723
Sucre,2020-04-01,11731.956050620478
Tarija,2020-04-01,10367.886631107443
Montero,2020-04-01,4207.493301443729
Santa Cruz de la Sierra,2020-04-01,71624.03471518245
Santa Cruz Metrópoli,2020-04-01,146123.78228018002
El Alto; La Paz,2020-05-01,81744.44936485265
Caranavi,2020-05-01,419.8592168945306
Riberalta,2020-05-01,1559.266115035438
Oruro,2020-05-01,23975.062719745485
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-05-01,69843.97875311408
Trinidad,2020-05-01,3590.2119290393935
Potosí,2020-05-01,11246.975638212403
Sucre,2020-05-01,12004.70205248781
Tarija,2020-05-01,11223.956726703109
Montero,2020-05-01,4338.58180383163
Santa Cruz de la Sierra,2020-05-01,73229.14037996883
Santa Cruz Metrópoli,2020-05-01,129133.0592538536
El Alto; La Paz,2020-06-01,85421.71131831291
Caranavi,2020-06-01,394.5210193274506
Riberalta,2020-06-01,1490.1499204514664
Oruro,2020-06-01,24434.67958245342
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-06-01,69250.36906494103
Trinidad,2020-06-01,3286.4645548835106
Potosí,2020-06-01,11619.375395621153
Sucre,2020-06-01,11613.755384782251
Tarija,2020-06-01,11559.704263473952
Montero,2020-06-01,3197.84191887881
Santa Cruz de la Sierra,2020-06-01,51085.0723288543
Santa Cruz Metrópoli,2020-06-01,99843.00877520445
El Alto; La Paz,2020-07-01,87061.83912658667
Caranavi,2020-07-01,381.3039994903639
Riberalta,2020-07-01,1654.42721279734
Oruro,2020-07-01,23602.796659323652
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-07-01,69624.41885365659
Trinidad,2020-07-01,3799.358464406519
Potosí,2020-07-01,11334.509693478776
Sucre,2020-07-01,11565.253094889544
Tarija,2020-07-01,11311.710451130313
Montero,2020-07-01,4366.566943880037
Santa Cruz de la Sierra,2020-07-01,64968.8589594102
Santa Cruz Metrópoli,2020-07-01,116251.71159356365
El Alto; La Paz,2020-08-01,67240.75360335402
Caranavi,2020-08-01,284.66415729984345
Riberalta,2020-08-01,1655.6422796534548
Oruro,2020-08-01,22483.996910597238
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-08-01,64474.57616758987
Trinidad,2020-08-01,4048.1926318123656
Potosí,2020-08-01,11115.065321990089
Sucre,2020-08-01,11575.371028880283
Tarija,2020-08-01,10967.341634234608
Montero,2020-08-01,3903.023169002639
Santa Cruz de la Sierra,2020-08-01,65125.40759916253
Santa Cruz Metrópoli,2020-08-01,112771.24468381928
El Alto; La Paz,2020-09-01,73940.64434367152
Caranavi,2020-09-01,390.7832947928532
Riberalta,2020-09-01,1363.9589406680832
Oruro,2020-09-01,20483.54730048377
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-09-01,62784.60284511479
Trinidad,2020-09-01,3554.523533532083
Potosí,2020-09-01,10037.354250669709
Sucre,2020-09-01,9477.255658792985
Tarija,2020-09-01,9565.738919998035
Montero,2020-09-01,4061.521016339931
Santa Cruz de la Sierra,2020-09-01,64158.40089803771
Santa Cruz Metrópoli,2020-09-01,140207.4656891168
El Alto; La Paz,2020-10-01,76247.75632494221
Caranavi,2020-10-01,477.9141953979638
Riberalta,2020-10-01,1658.2223119392697
Oruro,2020-10-01,19260.423789840585
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-10-01,63353.56112864955
Trinidad,2020-10-01,3819.7964588016857
Potosí,2020-10-01,9108.004803403917
Sucre,2020-10-01,8700.011410003906
Tarija,2020-10-01,7989.073425294841
Montero,2020-10-01,3909.0911407776907
Santa Cruz de la Sierra,2020-10-01,65082.55349608123
Santa Cruz Metrópoli,2020-10-01,136974.88100165786
El Alto; La Paz,2020-11-01,77563.36814944533
Caranavi,2020-11-01,469.04525384634167
Riberalta,2020-11-01,1694.4592584670318
Oruro,2020-11-01,22362.036889721487
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-11-01,63218.30937760645
Trinidad,2020-11-01,4298.974745610532
Potosí,2020-11-01,10861.4515801854
Sucre,2020-11-01,8449.177927759818
Tarija,2020-11-01,7378.951530888737
Montero,2020-11-01,4069.0774162175608
Santa Cruz de la Sierra,2020-11-01,63196.62829934731
Santa Cruz Metrópoli,2020-11-01,134815.9402979961
El Alto; La Paz,2020-12-01,71671.25371695474
Caranavi,2020-12-01,220.04298011903077
Riberalta,2020-12-01,1677.9798381908274
Oruro,2020-12-01,20532.03004784759
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2020-12-01,62419.66927109044
Trinidad,2020-12-01,4386.1602748347295
Potosí,2020-12-01,10605.813585233574
Sucre,2020-12-01,9262.355068817793
Tarija,2020-12-01,8713.856930136451
Montero,2020-12-01,4105.675491255873
Santa Cruz de la Sierra,2020-12-01,64249.98020635935
Santa Cruz Metrópoli,2020-12-01,135192.5108494588
El Alto; La Paz,2021-01-01,58669.07773082784
Caranavi,2021-01-01,331.54901827273557
Riberalta,2021-01-01,1633.9347839132977
Oruro,2021-01-01,18790.646376602563
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-01-01,18587.38758095046
Trinidad,2021-01-01,4222.962278089866
Potosí,2021-01-01,6939.262593355018
Sucre,2021-01-01,5065.550131072017
Tarija,2021-01-01,7271.616104595804
Montero,2021-01-01,3358.812448146295
Santa Cruz de la Sierra,2021-01-01,51457.00123447042
Santa Cruz Metrópoli,2021-01-01,110785.78079966443
El Alto; La Paz,2021-02-01,38590.894597272105
Caranavi,2021-02-01,151.4991366836224
Riberalta,2021-02-01,0.0
Oruro,2021-02-01,23568.738480533957
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-02-01,39226.634947711114
Trinidad,2021-02-01,4066.457252462502
Potosí,2021-02-01,9771.128539336896
Sucre,2021-02-01,7876.78427318489
Tarija,2021-02-01,4889.64854644607
Montero,2021-02-01,2379.493649131937
Santa Cruz de la Sierra,2021-02-01,58674.43767007707
Santa Cruz Metrópoli,2021-02-01,117090.90233579048
El Alto; La Paz,2021-03-01,66017.99631319958
Caranavi,2021-03-01,412.53454713044204
Riberalta,2021-03-01,391.4614886835436
Oruro,2021-03-01,18927.88293342708
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-03-01,55298.55302203896
Trinidad,2021-03-01,3550.7959535181544
Potosí,2021-03-01,9811.895919619468
Sucre,2021-03-01,9540.694865164452
Tarija,2021-03-01,7426.453056110352
Montero,2021-03-01,4226.482425845838
Santa Cruz de la Sierra,2021-03-01,67396.00924467247
Santa Cruz Metrópoli,2021-03-01,134314.37240922725
El Alto; La Paz,2021-04-01,64661.34270464784
Caranavi,2021-04-01,508.0554115659465
Riberalta,2021-04-01,1067.1032596464827
Oruro,2021-04-01,21193.229549375126
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-04-01,62121.432635801706
Trinidad,2021-04-01,4096.835638810548
Potosí,2021-04-01,11391.2394961481
Sucre,2021-04-01,9026.756338924284
Tarija,2021-04-01,7683.728181591221
Montero,2021-04-01,4333.168265922515
Santa Cruz de la Sierra,2021-04-01,60237.68264934806
Santa Cruz Metrópoli,2021-04-01,130537.75470449557
El Alto; La Paz,2021-05-01,81525.95254744576
Caranavi,2021-05-01,441.7521941852922
Riberalta,2021-05-01,1856.6743550185474
Oruro,2021-05-01,22940.291667353165
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-05-01,72584.50909083083
Trinidad,2021-05-01,3976.3776026784794
Potosí,2021-05-01,11859.004464073974
Sucre,2021-05-01,10512.709016189156
Tarija,2021-05-01,9115.430708052478
Montero,2021-05-01,4336.529256310767
Santa Cruz de la Sierra,2021-05-01,59777.908855719405
Santa Cruz Metrópoli,2021-05-01,123239.22460418331
El Alto; La Paz,2021-06-01,79173.35133680199
Caranavi,2021-06-01,370.2426275458405
Riberalta,2021-06-01,1752.392978595899
Oruro,2021-06-01,23401.864181122062
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-06-01,70156.0927588022
Trinidad,2021-06-01,4168.361752089918
Potosí,2021-06-01,13727.430608601779
Sucre,2021-06-01,11960.953404537606
Tarija,2021-06-01,9305.806394712945
Montero,2021-06-01,3827.218824540166
Santa Cruz de la Sierra,2021-06-01,57254.56020770889
Santa Cruz Metrópoli,2021-06-01,110197.03620711651
El Alto; La Paz,2021-07-01,86916.98374730651
Caranavi,2021-07-01,411.8698429097146
Riberalta,2021-07-01,1964.1016853762615
Oruro,2021-07-01,24173.56085632455
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-07-01,72723.13494166458
Trinidad,2021-07-01,4977.209189464063
Potosí,2021-07-01,12366.854683053374
Sucre,2021-07-01,11474.151112860678
Tarija,2021-07-01,11355.690115134159
Montero,2021-07-01,4768.3651374919755
Santa Cruz de la Sierra,2021-07-01,64817.22735099419
Santa Cruz Metrópoli,2021-07-01,123480.5420479446
El Alto; La Paz,2021-08-01,81331.72716267107
Caranavi,2021-08-01,590.4334481091182
Riberalta,2021-08-01,1910.2465893298968
Oruro,2021-08-01,24400.642440677726
Cochabamba; Sacaba; Quillacollo; Colcapirhua; Tiquipaya; Vinto,2021-08-01,69575.86025790361
Trinidad,2021-08-01,5116.212202341767
Potosí,2021-08-01,12128.933738402526
Sucre,2021-08-01,11674.283085567693
Tarija,2021-08-01,10618.359174282767
Montero,2021-08-01,4709.588593012909
Santa Cruz de la Sierra,2021-08-01,74747.26311638021
Santa Cruz Metrópoli,2021-08-01,150111.28258801004
El Alto; La Paz,2021-09-01,77151.48707611574
Caranavi,2021-09-01,494.04517560069473
Riberalta,2021-09-01,1887.025724770392
Oruro,2021-09-01,23526.738901811834
